"",tSNE_1,tSNE_2
b.cells3847,-11.0016843078584,-37.8047855525528
b.cells702,-19.2303264926494,-26.4034041554817
b.cells3209,-20.3285295042946,-27.5170495586678
b.cells6689,-0.427764735449264,-35.0407186398879
b.cells9269,0.80165049112951,-42.3342128582292
b.cells4721,-1.04474348222092,-35.1462239143286
b.cells1427,-8.5622174445856,-44.2823545040608
b.cells5444,-10.0830700503459,-35.0908212420007
b.cells1962,-7.59454196731773,-34.3352664507736
b.cells8986,-13.5081682087054,-40.3730985801445
b.cells3895,-21.7105022881312,-25.9393058292292
b.cells3109,-12.4704638614932,-29.2911810434938
b.cells1600,-19.1252151188215,-35.4688251380489
b.cells8959,-12.0795755354993,-37.226992484498
b.cells1664,-14.053849827431,-34.0961594648975
b.cells8999,-3.20556255699311,-43.2101817458082
b.cells1340,-17.0078269262685,-35.321020407807
b.cells1316,2.97307690947028,-37.8214515830263
b.cells1052,-16.4621899788535,-39.4022086719491
b.cells5111,-7.09622491191782,-33.4295979928912
b.cells2999,-4.27803097727162,-40.3490973307929
b.cells267,-18.7406730678538,-29.5870916262398
b.cells3093,-15.2432846558323,-37.893110006451
b.cells7411,-20.3456957021283,-31.6236246190156
b.cells355,-16.5439888361507,-38.6992657215175
b.cells5642,-16.5419949821118,-37.655329306444
b.cells2798,-11.845483033529,-36.846186208436
b.cells2039,-5.03332645468687,-35.8131612967709
b.cells1335,-5.86340443070785,-34.0423499753013
b.cells3251,-1.08225471313442,-35.0232192187724
b.cells1548,-12.4988231966059,-39.7941757589008
b.cells1297,-15.9859998954321,-39.7007774402769
b.cells4346,-1.94710393300216,-38.6864915279308
b.cells386,2.70635651244742,-40.0138714992373
b.cells7116,-16.4200962642675,-32.5534984166272
b.cells1006,-15.8342725300804,-39.8081877012488
b.cells9478,0.971218991978947,-42.6635155038405
b.cells1215,-16.6870988094959,-32.8416359672485
b.cells2191,-12.2532306152549,-39.6342740230163
b.cells9104,-3.51817769343144,-38.9639510553758
b.cells9430,-13.7878542451684,-37.2296218041136
b.cells2783,-18.1694835397181,-34.6510477943283
b.cells1231,-0.541959273324128,-40.6754473370398
b.cells7945,-14.3995169339492,-38.0989966523028
b.cells7417,-15.6539275429221,-39.1085823105769
b.cells9127,-11.8420895104814,-29.6536543171502
b.cells9910,0.0656275931909922,-40.1919940255161
b.cells9388,-14.9387033848407,-30.4413490117075
b.cells4843,-19.156269419705,-31.3278469565591
b.cells2824,3.03463498348333,-40.4275662963211
b.cells2506,-22.197229415713,-25.398220949916
b.cells5012,0.068854857598148,-40.5766624098677
b.cells4949,-16.6201785353225,-32.6073171530405
b.cells3171,-1.40149926862575,-38.3104099328495
b.cells9579,-16.0563111469239,-39.9135568325777
b.cells6312,-19.1994028032869,-36.4732246707018
b.cells1269,-3.31949687706033,-40.1839682686425
b.cells4211,-1.93494435538242,-42.8340306757979
b.cells9099,-14.0902216041234,-28.5025109811483
b.cells4655,1.09140648535245,-42.3568063123373
b.cells9036,-18.0539927154026,-32.8487039062466
b.cells5947,-22.2558157385031,-25.727624076238
b.cells6284,-15.3729930756601,-32.9906123384031
b.cells8645,-3.24395310549677,-40.271547924422
b.cells5000,-7.16986263040413,-43.8413947861696
b.cells9782,-7.53686048522234,-37.1330878326576
b.cells3226,-1.90997832014509,-35.1607984600461
b.cells4786,-17.9471044637019,-31.6683798966871
b.cells3549,-13.6895370574136,-34.923218319609
b.cells6238,-11.1318975277556,-40.9544619148404
b.cells7371,-16.5822343768121,-38.013898777634
b.cells5625,-15.555890114297,-39.0731753415598
b.cells9747,-14.7439721998647,-31.8215647252244
b.cells5732,-6.06392919827741,-44.3870689607824
b.cells4362,-3.01125427543512,-41.6917513796594
b.cells2271,-22.0628648924249,-25.9257333520984
b.cells817,-6.49835583458595,-42.601695338125
b.cells8445,-17.9847873373253,-31.8750514688592
b.cells2331,1.82763277403624,-40.1510878681888
b.cells9813,-6.95041524470424,-35.4941326454416
b.cells5977,-3.86801161788981,-43.7926858308674
b.cells9916,-12.6411539857437,-36.6389733384697
b.cells3729,-2.4076182527153,-42.2612715852893
b.cells5511,-1.97384769297869,-36.7437005196509
b.cells4263,-0.845497259630534,-41.5867003800328
b.cells5716,-14.1882736826205,-31.3919599969235
b.cells4292,-3.95765661126458,-43.5794562649927
b.cells2231,-13.0317190924326,-40.6414409387621
b.cells844,-4.06149040670839,-40.3561568744156
b.cells6322,-16.570271890888,-33.7366984332042
b.cells4276,-8.86587592296922,-44.6891452086444
b.cells722,-7.83671133847451,-36.2462068571233
b.cells7958,-19.175987696391,-35.8508726237232
b.cells9943,-13.7094191317211,-37.7657832663308
b.cells7509,-0.465781093027719,-43.5948463948303
b.cells5793,-1.83618069158022,-43.2239276574007
b.cells7027,-21.6265961290449,-26.1645558796994
b.cells4233,-8.17594470018317,-35.0703331998995
b.cells3406,-5.78077455253951,-36.3552749125959
b.cells7523,-18.1957891353145,-32.031362712651
b.cells4202,-10.7616284689678,-39.0905115401257
b.cells5558,-9.27581707808432,-41.1617803920735
b.cells1151,-3.54519779887692,-39.9050342408897
b.cells3002,-12.3367623828656,-40.436544326487
b.cells4743,-10.5799504093523,-34.4318972000702
b.cells3416,-21.5014645736057,-25.8575287683892
b.cells5949,-2.43522033672634,-38.6042700470132
b.cells754,-6.74670487079646,-40.2515829793
b.cells9466,0.738727171118482,-41.1711074003629
b.cells220,-14.9236976532003,-31.9139842737594
b.cells8333,-14.2375805666976,-38.4808455070159
b.cells6260,-19.1261077551932,-29.1531226498468
b.cells3070,-12.0135198426436,-29.8417885409805
b.cells7349,-2.69572350445902,-34.8485071492349
b.cells6323,-1.45421105548808,-38.1943367161555
b.cells9820,-21.5942726392881,-25.8978485819891
b.cells9953,-14.1366486147199,-35.3189279975217
b.cells8738,-18.3804516657978,-26.3585338364967
b.cells8013,-17.7589924063606,-35.2935109597899
b.cells8129,-12.1894226990153,-40.5430161752109
b.cells8255,-2.47081812772237,-37.9449705178731
b.cells7246,-1.77598592570074,-34.7168406710728
b.cells9720,-11.0689893190343,-29.8336256902816
b.cells6320,2.33974310925846,-39.4074499969188
b.cells6532,-18.9917341769129,-34.9033062374834
b.cells5223,-12.1286868690152,-28.0500327349612
b.cells3138,-20.4044982389465,-31.7502748312876
b.cells7588,-15.4070487826723,-41.4253590995691
b.cells5201,-5.35547760412324,-37.8521676942863
b.cells7236,-17.1523038434944,-35.8146368075944
b.cells3040,3.75819056850032,-40.4428986984261
b.cells3993,-12.0669485477655,-37.150474205241
b.cells2019,1.51364653958395,-39.5190741592229
b.cells9735,-14.8480647953934,-38.8033858826584
b.cells5593,-12.545320000114,-40.6883308646223
b.cells2769,-20.4746874713883,-26.0450827086194
b.cells1828,-15.1384757905195,-41.9639547469407
b.cells7484,-2.21519660893609,-34.9395803640399
b.cells5595,-16.8513085703209,-35.632720473931
b.cells9201,-8.04635061771783,-37.2387078129905
b.cells6304,-20.1523461025903,-25.7869288505522
b.cells6915,-14.1933961797803,-39.8961945631484
b.cells4729,0.207608677380245,-39.7804993424063
b.cells8390,2.85965448530914,-40.4573998300378
b.cells4167,-1.90592803183746,-34.7650576248812
b.cells310,-2.09103842808376,-41.7133559095956
b.cells2547,-18.5796900630733,-32.0959520427011
b.cells3303,-1.90166572279894,-37.7392302950873
b.cells1317,-3.86791212890068,-42.0482137884462
b.cells4926,-20.3268652019647,-26.430560431228
b.cells7909,-9.43731322438811,-40.778381001049
b.cells3324,-14.9544231367031,-30.2040844510025
b.cells5017,-15.2632131841777,-40.0418558574747
b.cells4874,-9.04304944449791,-37.1933406039825
b.cells7855,-21.0367015559447,-26.0742813113847
b.cells5587,-8.19981710989183,-44.0936622119574
b.cells9991,-10.7590161637042,-34.3210419131783
b.cells7957,-16.6080984461995,-27.9304607499437
b.cells9854,-17.5980212150221,-28.6510712661463
b.cells2091,1.63591889147567,-42.2112823125577
b.cells7383,-10.6518170730582,-39.8128069320638
b.cells3026,-17.8430308491518,-36.1749780772584
b.cells4821,-6.38642493308285,-42.1063914984765
b.cells9745,-14.2103418214181,-40.2985533482548
b.cells4176,-17.5244342430336,-27.7484253477033
b.cells2406,-6.526949867641,-43.5779403682272
b.cells2138,-10.9912840970291,-29.6820734667281
b.cells6783,-15.0781347559733,-31.3626817942087
b.cells9647,-18.7285874461085,-26.9112846404457
b.cells4695,-17.1145576426727,-35.2117204099105
b.cells7611,-5.75421507839712,-34.3875973975096
b.cells5651,-3.9779838687508,-39.8608471901743
b.cells9502,-9.92086174890289,-35.0035628038672
b.cells7839,-12.8803168599658,-38.6890151534356
b.cells5232,-20.8812785484047,-26.0091099719308
b.cells5868,-3.03106590203949,-39.9551122056069
b.cells2595,-2.92388794932216,-40.8191021591228
b.cells2749,2.35377384326292,-41.2978107654467
b.cells641,-7.01613112251393,-43.4953552372832
b.cells5536,-3.61591286716519,-40.5045803894081
b.cells2579,-3.65493904535583,-38.7366601914829
b.cells33,-13.928246214569,-29.1848131942106
b.cells5794,-0.0274098539909343,-43.2739980258443
b.cells9990,-12.7767256714721,-32.7106099988128
b.cells8299,-10.4611676161989,-41.2871242753786
b.cells291,-12.7186259212943,-28.7863467152894
b.cells5892,-3.32621381457653,-44.03991689673
b.cells2637,-0.31267378703369,-39.1303665672844
b.cells1185,-17.3500453858844,-35.5329229182445
b.cells989,-15.0571561065651,-39.1130484263738
b.cells7347,2.05483667583445,-39.3179774037047
b.cells157,-14.7995699915122,-37.9384077021864
b.cells486,-2.22871822544251,-42.8563145205282
b.cells7339,-18.0169980985072,-35.2461706414668
b.cells3507,-3.62575519955914,-40.2771970847504
b.cells7449,-11.8774040343108,-27.9458251414204
b.cells3690,-17.0545273901341,-28.5268175399275
b.cells7845,-14.5309161273804,-42.4437454291001
b.cells253,-8.57229869917717,-44.3098020042224
b.cells4968,-12.4042364222395,-32.967328230469
b.cells8056,-11.8921243018442,-31.2098218157391
b.cells5343,-12.6355389586625,-29.3091440354658
b.cells2616,-10.00197568507,-36.9601801457624
b.cells3380,-13.5465332211743,-34.8041882838406
b.cells3620,-5.94376496359766,-39.78227581674
b.cells4209,2.86616334770098,-38.449782833588
b.cells9005,-9.98570145437489,-36.9842301022807
b.cells7689,-3.89714499934876,-35.6829237458987
b.cells7232,-15.7573741882567,-27.4672354692109
b.cells2752,-12.6758708699059,-34.3834480344848
b.cells4477,3.11628439961837,-40.5017391247015
b.cells2818,-2.13414929555285,-41.9406535936882
b.cells6822,-3.02537135469197,-35.3265419885137
b.cells8041,-20.8299620738716,-26.6358700763835
b.cells6418,0.69354337657634,-42.3036826851714
b.cells4050,-6.69362343718836,-33.3119262584732
b.cells9322,-13.5157311037371,-41.716379095648
b.cells2381,-14.8507841357632,-39.1757580747243
b.cells5960,-13.8817230331063,-39.5203272623381
b.cells7421,-7.40597759369104,-37.3108253302873
b.cells6791,2.58350091589069,-39.9678521738418
b.cells1130,-1.03946286187664,-41.5584381233429
b.cells6224,-5.67564863512032,-44.5326574951149
b.cells3025,-8.66545104146443,-34.5831604308808
b.cells3455,-20.4294648725405,-31.7145367689196
b.cells9598,-1.91986853451301,-36.9249136685092
b.cells5272,-17.595435869255,-31.5695599200121
b.cells4344,-7.21891437556033,-38.7494009886566
b.cells9286,2.13589401400131,-39.0212553694022
b.cells4426,-12.381446540562,-29.6418056457446
b.cells1865,-20.3832560639455,-27.0738689225602
b.cells9696,-13.0498731690102,-36.1644716094434
b.cells5363,1.82812501942149,-40.3785391748789
b.cells7516,-11.9949242450332,-36.6622758411234
b.cells8929,2.86131028978333,-40.7764720574856
b.cells6667,-8.96425428366162,-37.5988474939698
b.cells3981,-9.5971188120746,-43.3253400738459
b.cells3983,-4.31736908743892,-43.7478357343369
b.cells1428,-17.1864980593403,-26.5845616320949
b.cells1922,-18.7757601833043,-27.3752351067118
b.cells1878,-2.89834227313787,-41.8444398202278
b.cells3990,-14.0306830384006,-40.1332050374913
b.cells3402,-4.91451087466559,-42.5748011019596
b.cells8151,-6.95806745772404,-44.1918942570285
b.cells1938,-6.78316677147585,-37.5120815779035
b.cells8415,-19.2213312924101,-33.7806938980121
b.cells3878,-14.6670416404564,-42.3708447809623
b.cells1497,-17.6391318898381,-34.4072912353139
b.cells10041,-11.6154029956061,-34.8569244266272
b.cells3584,-14.6814609411526,-35.5439032918323
b.cells4171,-17.21419454558,-28.3359146873189
b.cells1819,-2.53719181431984,-40.1832625648947
b.cells6421,-5.05470335442474,-40.3435086494146
b.cells8980,-0.277748898125707,-38.1766669904259
b.cells7160,-10.4715470909477,-39.9057932611487
b.cells8607,-0.608813417770509,-41.6351549779399
b.cells9298,-22.0144774627586,-25.6656347104166
b.cells1901,-4.17565970615862,-36.6848670393488
b.cells4609,-5.51841226048143,-36.3463330519275
b.cells3764,-18.9848115276263,-29.7871991428577
b.cells3648,-6.67801473687452,-40.2440716249444
b.cells272,-18.5359635610472,-26.4812688703974
b.cells9059,-9.20157971704976,-40.0852581988256
b.cells4002,-2.55227141254877,-34.8928314039444
b.cells9315,-10.979447979337,-37.4410318352594
b.cells2652,-10.0163198684588,-35.0475929741958
b.cells5040,-7.70429081319584,-34.2696910868897
b.cells9531,-13.1036902920118,-41.2523793709812
b.cells3602,-11.0476869397669,-39.8679598652803
b.cells3024,-13.3425559575451,-29.2264821508952
b.cells334,3.94174385412706,-40.4608443639417
b.cells6501,-1.18843252805962,-36.8866517397305
b.cells8967,-11.9692410066917,-30.913484181523
b.cells439,-20.3630316826982,-31.5840752288295
b.cells1959,-20.5321360531202,-27.307658807514
b.cells7238,-18.1645805889511,-33.2042958288386
b.cells1271,-16.5598480417523,-36.9891490976619
b.cells6899,-17.7675195988774,-27.588175925505
b.cells9887,-4.69953916366393,-37.3693822704633
b.cells9185,-11.8888344752551,-37.3872082935237
b.cells5769,-11.4591817636082,-28.8853687650116
b.cells7115,-10.649528418982,-29.9913259829141
b.cells4735,-6.3457859446833,-34.319362613816
b.cells7472,3.72612046663134,-40.5110363365205
b.cells31,-3.53983334905103,-39.4893777826132
b.cells5426,-2.43797380215172,-43.4668411070669
b.cells4476,-8.81311028700212,-36.1672049063098
b.cells3206,-10.2376364126831,-40.2301522747097
b.cells8122,-20.3798313800817,-26.2425108919742
b.cells9504,-5.31337271813247,-39.8491339122324
b.cells6420,-10.3696129274058,-39.2814285463409
b.cells2270,-17.2482559024196,-28.2038509085486
b.cells7961,-16.6693729619305,-35.0729780122576
b.cells7042,-5.11616418833496,-40.9301061641336
b.cells9486,-18.8970655156566,-35.0885433002867
b.cells2576,1.3777894607409,-40.1191952525183
b.cells8536,-13.4185082008682,-38.709077413518
b.cells4739,3.49164904458833,-39.8977561745561
b.cells2967,-8.55565512404676,-43.7093362719493
b.cells3837,-16.7424021036719,-27.4641042872087
b.cells7373,-10.6722585521097,-40.4444514311526
b.cells979,-12.3557213068928,-29.5448992932039
b.cells4091,-14.3953498348036,-35.480337033499
b.cells6385,-2.563210137876,-44.5348086298627
b.cells2866,-16.1631519167446,-35.665809465418
b.cells1999,-1.0183794467749,-34.4989788036773
b.cells21,0.500405072745454,-43.1204277697034
b.cells1047,-2.17737226222745,-43.9373257336271
b.cells2085,2.33823177867644,-38.5271459533576
b.cells1117,-12.8186857000309,-41.075059737935
b.cells6665,-8.68253012994992,-34.5485471772901
b.cells1875,-4.18255584567429,-35.9602968428146
b.cells9551,-2.5235493459235,-36.0652610954709
b.cells9183,-0.250245687248317,-43.0600828460728
b.cells6707,1.94556667531452,-38.9200141638852
b.cells7173,-13.3592500536555,-29.0871385127314
b.cells7100,-9.28803521720372,-43.3753047108034
b.cells6325,-14.4011485693287,-36.3489888439008
b.cells1619,-14.5600308005891,-36.1447030251067
b.cells8946,-5.99501946912714,-33.9810076232077
b.cells5471,-15.2247467333145,-27.401292135916
b.cells10010,-18.1023188813487,-31.7556562567313
b.cells183,-13.8117923702828,-40.2880175194019
b.cells9941,3.25671906539453,-39.7696644928571
b.cells6647,-10.2739664784689,-39.5402852394975
b.cells4035,1.27877249966165,-40.2790795958661
b.cells7331,-9.30478314199923,-39.8721620024679
b.cells7512,-14.647441495448,-41.8756636724901
b.cells5553,-21.4325965094846,-26.1651237505318
b.cells1827,-8.11096497977162,-35.0037486747472
b.cells7340,-13.9530200763483,-28.5456347507988
b.cells897,-10.8658720424179,-34.5427335373924
b.cells6023,2.17275106653862,-40.9554473324563
b.cells4025,-13.3725570987843,-34.9438207298892
b.cells7513,1.08884963057718,-38.8128272681244
b.cells7815,-13.4546714064837,-28.9440452819213
b.cells9357,-13.0399400550196,-39.1228258985583
b.cells2089,-18.110393562977,-32.0413175304477
b.cells8385,-21.4375335371617,-26.0723320509456
b.cells4032,-12.338807840552,-37.9119776605666
b.cells4961,1.54088474504479,-39.1669800666751
b.cells7493,-16.649986150759,-38.5731819796466
b.cells1282,-18.7513648493012,-30.9554141007448
b.cells3982,-8.37735080853642,-37.9268590079465
b.cells6399,-17.0243617751748,-30.3313551733771
b.cells8773,-12.0079316747831,-28.700893608297
b.cells3329,-20.2607452097258,-26.5161752463575
b.cells1017,-11.3909318258773,-30.2039103280807
b.cells9008,-20.8252283031574,-25.5266830636256
b.cells1932,-7.90273658424612,-35.6311192533766
b.cells522,-12.1597063597921,-39.4312857337019
b.cells4113,-12.08883201955,-38.1974886227533
b.cells3272,-5.55026648323551,-39.9924711739183
b.cells2662,-7.17417491009061,-43.0829938936515
b.cells6407,-18.3697219888944,-27.4074270928197
b.cells7568,-2.65626250162707,-42.5885210054187
b.cells4245,-9.59600509585053,-34.3641086304364
b.cells9756,-17.5336100484133,-26.7095991442312
b.cells2628,-19.1123710933726,-35.1358045694336
b.cells6360,-8.69908215563157,-43.4824894311703
b.cells3670,-20.7933480342494,-31.3765998474748
b.cells9025,-10.5000524715655,-40.3376685696115
b.cells7096,-14.1793803581796,-29.2965684169756
b.cells5693,-8.4446704358848,-37.4060891956315
b.cells7858,-8.09998619951352,-38.0795886754088
b.cells8510,-4.53178202816508,-35.1278316482064
b.cells7189,-10.1729959426513,-39.723791706785
b.cells4839,-14.3561480304343,-32.4720070628561
b.cells9742,1.41572042904632,-40.1430720045367
b.cells5353,-0.120968145005797,-42.4197076803281
b.cells8480,-6.60677017042543,-44.6085215685825
b.cells6077,-21.3067957025705,-26.2020599359046
b.cells5910,-10.448518137712,-37.0357669941496
b.cells324,-6.99222626760999,-42.9581915056668
b.cells2455,-11.265345462512,-31.6842157472975
b.cells7476,-18.0230258852294,-30.3050864316748
b.cells9617,-11.0424153163334,-28.1583541413057
b.cells9248,-1.17806991951571,-42.8761377461663
b.cells7233,-16.9018442479783,-36.0498705357034
b.cells6554,3.58680112660924,-40.4158970738846
b.cells2378,-16.7861770482135,-36.7754533982716
b.cells5840,-22.2809406620662,-25.464637774935
b.cells5526,-4.56957320275425,-42.2947562386834
b.cells478,-4.67418387921219,-40.2562783477997
b.cells3589,-2.19966472638419,-34.9410367345515
b.cells8612,-16.7835094509624,-38.6032091495033
b.cells3771,-0.692534173927461,-41.4867812300853
b.cells4975,-17.2464598665072,-27.7342404114841
b.cells1687,-13.3392148754501,-40.9219036307725
b.cells1853,-7.10158594170927,-39.5566753964556
b.cells5257,-10.4899579698107,-39.9785068341079
b.cells3782,2.46403643240165,-38.0364830288995
b.cells6013,-9.25278256427959,-42.8301244672449
b.cells5503,-4.15654446110632,-44.0039512970052
b.cells1353,-5.33286092175368,-40.9988550265847
b.cells2782,-9.65317726971228,-42.1661917581093
b.cells6,-2.6229009634619,-35.9726083074432
b.cells9778,-9.98954615276386,-41.2323503233096
b.cells3839,-11.681999569884,-32.9023142420506
b.cells9390,-1.35876717930462,-40.214564649847
b.cells4918,-10.5467855586552,-38.8527177679849
b.cells4489,-11.8125969059272,-28.2523629015911
b.cells6954,-11.5683103359534,-40.6106096629733
b.cells1365,-8.5854397445959,-44.38091169633
b.cells5029,-6.58267678666782,-34.9127567393946
b.cells5383,-20.2186185650021,-26.3540013243827
b.cells6342,-5.16874742844633,-40.1752926268442
b.cells3575,-2.23415978319236,-38.054339343086
b.cells1308,-1.73596605861832,-38.0248313040294
b.cells710,-2.43908479420056,-42.9716036182951
b.cells7310,-15.0555466772352,-31.3370722081125
b.cells6746,-2.84621764592517,-40.3696867032175
b.cells7332,-10.4386984720427,-28.3431382058167
b.cells1508,-18.5631094422788,-35.1482815146297
b.cells5751,-16.5711696809881,-34.2877357634056
b.cells7324,-4.7624808403263,-35.7244637524269
b.cells8756,-21.2424629276126,-25.7680341074738
b.cells2955,-15.476887719353,-31.6168081561782
b.cells6302,-11.7119610981171,-32.7758024169715
b.cells3240,-16.5613148344806,-28.9321786619283
b.cells5795,-7.41547066612153,-34.4484123398962
b.cells805,-7.53152168599743,-43.98112969211
b.cells5807,-5.91871375591308,-36.8303248367162
b.cells5713,-5.95082092688968,-33.6528481455108
naive.cytotoxic7996,21.3619375867471,-22.8510724608623
naive.cytotoxic9575,16.7705585467661,-6.78716227157582
naive.cytotoxic10224,23.5652068903449,-15.9471359643218
naive.cytotoxic600,13.3435748564179,-18.9482373076292
naive.cytotoxic8059,25.7235869632557,-13.1029804335272
naive.cytotoxic10107,4.43476991625378,-13.5153188604481
naive.cytotoxic8918,9.23248004055022,-20.4705741387781
naive.cytotoxic9910,25.2783226770273,-21.9450146980872
naive.cytotoxic1528,24.2283610071708,-22.5866427645203
naive.cytotoxic9485,7.36257444125205,-22.055327339485
naive.cytotoxic4246,25.5973008243377,-20.7100946445738
naive.cytotoxic11322,25.1818396897183,-19.9357638064675
naive.cytotoxic11108,19.900815050788,-20.9990007118451
naive.cytotoxic7074,23.2140170166424,-6.46068824453438
naive.cytotoxic1320,20.517113155034,-21.9841550875515
naive.cytotoxic9358,3.10576367728578,-23.1563216168849
naive.cytotoxic7184,23.805691333763,-12.8985016331755
naive.cytotoxic1054,24.1424579178797,-20.9419296374566
naive.cytotoxic7845,25.6233181057334,-11.4915864832897
naive.cytotoxic3964,26.4945264416726,-16.4976684789042
naive.cytotoxic9970,16.7980111115133,-19.9601502899612
naive.cytotoxic2957,16.27113590259,-21.5187957387103
naive.cytotoxic4339,3.2984455935521,-24.4603631611394
naive.cytotoxic11032,2.03914245814266,-23.9792118500411
naive.cytotoxic6717,17.3759897675162,-15.8552477394723
naive.cytotoxic9625,20.3971676500393,-24.3267506005199
naive.cytotoxic465,10.0168725670041,-12.5496733577882
naive.cytotoxic475,17.6194815746662,-17.291621248776
naive.cytotoxic7544,24.1264148154312,-14.6386807860541
naive.cytotoxic2851,21.2427001183711,-18.4545919507933
naive.cytotoxic3011,18.389662554101,-15.599722107016
naive.cytotoxic7447,13.9759545777281,-19.485732797732
naive.cytotoxic4837,19.438790140745,-24.4462260821889
naive.cytotoxic9518,3.0683691927679,-24.857144994587
naive.cytotoxic1401,21.3965984768736,-18.1727956810587
naive.cytotoxic11853,17.7874432127591,-21.5878953351557
naive.cytotoxic7745,11.9647225726005,-18.6067069393638
naive.cytotoxic7813,23.6699807526566,-20.5115355029779
naive.cytotoxic8907,9.57138512497759,2.88878182958882
naive.cytotoxic6128,22.5694770390707,-10.1157697725312
naive.cytotoxic4531,13.120213069173,-19.0613399850517
naive.cytotoxic7282,14.0344578268654,-21.1159633570058
naive.cytotoxic11507,23.6023002981308,-18.6300857358494
naive.cytotoxic2571,2.44528692291607,-24.3156261105393
naive.cytotoxic8917,20.3955609982767,-13.4893285953822
naive.cytotoxic5149,10.5746917366298,-12.2981048276565
naive.cytotoxic9867,16.7496960020894,-19.7836501530252
naive.cytotoxic10518,6.67384208980468,-23.5690366394859
naive.cytotoxic11665,19.9431942991325,-21.3441295651157
naive.cytotoxic10881,12.6129546191109,-3.09197354087223
naive.cytotoxic3065,3.78805160741554,-23.1211098680978
naive.cytotoxic2660,14.0201867219051,-13.8092079381521
naive.cytotoxic9410,18.3209515399,-17.0519052794931
naive.cytotoxic1965,6.92982261831306,-24.0017921389497
naive.cytotoxic9973,17.7167034357545,-14.6121719749142
naive.cytotoxic11564,23.2357567527672,-8.86602563886937
naive.cytotoxic5920,21.6238928196933,-18.6524878448818
