"",PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,PC_16,PC_17,PC_18,PC_19,PC_20,PC_21,PC_22
b.cells2848,1.2162903028574,6.09639782023135,10.1428968672,-4.36285735513712,0.935141954161891,-3.72858615235172,2.47860544994591,-1.01471078089107,1.70946194227835,-0.670562384110141,1.42496304409947,-1.14355324560848,0.0923332298641434,1.33775671699613,0.670880767549848,0.041405511668318,1.12214737764462,-1.0203521936034,0.830314093044523,-0.946721002386861,1.19970468958455,0.896337040078437
b.cells9301,-0.590698116295523,5.82346327414638,7.05477688822146,-4.77545111403289,0.469524835208431,-1.8181072380095,1.78681939157764,-0.283604578592473,-0.465919184527029,-0.888156918986433,-0.550247830064647,-1.24090321951661,-0.944631248665952,0.255872383995756,-0.809136965281132,-0.323672922994791,-0.344831796552502,-1.429926004121,-0.815615222430267,0.100825834551275,0.142234218342867,0.868691297078468
b.cells2944,2.51198966991106,4.72883334360305,13.8237493302208,2.05399740561995,-1.33645714619217,1.08625200100065,-1.77125662797249,0.268381272015089,0.379707418248204,0.871085166755276,0.47369436334209,-1.60947994651573,-2.44900999006441,-0.90908597633262,0.770498262210886,-0.396239597896988,1.32406585951169,0.353080801788084,0.0609930755490119,0.427092373595217,-2.25151116760972,1.94440941181238
b.cells8432,4.15608368369442,4.86286774532561,15.495230502133,3.43199118032006,-3.40506101774004,3.14851137088545,-4.81272830319615,3.06850216470371,0.332601982164149,1.69926494891181,-0.690439044886317,-0.635586885299511,1.35202418096144,2.7380878836427,-0.799390114467532,0.605674612117892,-0.987133648375703,5.721859079618,-3.01731965674583,0.548242510673229,1.22374438497372,-0.542666797176973
b.cells2882,1.28577310323222,4.68555752063265,9.75982849264743,-1.60906852200349,0.134059958629426,-1.21248747853718,3.58058866059361,-0.775152433787953,1.97021479480318,-1.95590406881332,0.630167074048725,-0.169844086759969,1.44324212574359,0.679056358897933,-1.75629799675242,-0.633732785176721,1.41101111710493,-0.934899661562383,0.773747518612311,1.52618630509308,-2.96702334382754,0.182749617055176
b.cells2687,1.53359093493859,5.97987604634395,13.3434690480147,0.464605979200596,-1.84571427030476,0.881081069505956,1.91505640461761,-1.17505603068214,0.411698978052713,-1.90122771601041,-0.701238790983097,-1.73338565821429,-0.198790797874095,-3.8736451742957,2.09356993976457,-0.390292829622469,-0.849381403333315,-0.605683263883654,0.349618752560906,-1.06195510190833,-1.41756448172861,-0.0627799073479762
b.cells2338,0.556203374270568,5.43755808844085,9.85399194569324,-2.03593434259598,-1.09675348853177,-0.691423691298816,1.6583221687885,-0.647625271410977,-0.148117169867185,0.519391898232606,0.069624115471754,-0.407927314575286,0.330639119779918,1.37093287366747,-1.28382765405406,0.460451064926311,0.183720502544646,-0.477269269406458,0.404808297538922,-1.17854577709317,0.104653807072919,1.84407611292947
b.cells3187,1.50667968970074,6.59194968376796,10.8316291156005,-4.8986538156287,0.163089929707236,-2.99889481083586,1.8464635169703,-0.0621256872649323,0.375840875902139,-0.914332692233116,1.28124859486529,-0.50865502686803,-1.01505928162427,-0.707040574133185,0.67004935087813,0.330974120449091,0.258270628276529,-0.101810717344883,1.86164798983892,-0.751209265199786,0.550423923698556,-0.911148944611469
b.cells3047,0.168501171397332,5.54779068425082,9.39656844389821,-1.56190548290112,-0.675078651957384,-3.12825359603376,2.04306174559968,-1.32150963270054,-0.232306788269825,-1.91028412903879,0.142073358817593,1.10138099208695,-0.821603870408053,-1.65064641824896,0.944017556591525,0.801736590359588,0.0994484460563537,-0.541168380336056,0.248076184622177,-0.973467257839151,1.79316794971979,-0.794575376039166
b.cells1601,2.47791603304843,5.29107486598254,14.4781747890093,-1.31166439936807,-0.942196447124547,-2.75204106078529,1.10980104154315,-2.60935976889837,2.43577462992433,2.16835399146804,-1.58408129969852,-0.605851578254537,0.550511041462648,-3.95627186196007,1.67572141076935,1.42421715659012,0.117254869163402,1.34398466978587,2.87778665567396,-0.504305555582567,0.899544877478422,-0.160890487371102
b.cells403,0.0666461905208935,6.12368208199015,11.9093785353825,-4.93928774015033,-1.3962937254298,-2.09249959738607,2.98181873309556,-0.197595714872002,-0.657475884591457,-3.84160993902602,0.861015636657673,-1.17293985952342,0.367609985587214,-1.94474607783646,-0.147173230798481,-0.725585309422458,1.15374439341404,0.756144344520812,-0.598456120181137,0.392571514433261,0.652394118351695,-0.0220726889628032
b.cells2202,2.31096425784078,4.99139134374978,12.0321100824239,1.77499918684714,-1.62958197231423,2.29344824451689,-3.91800084395456,-0.304278239982999,-1.33044602405125,4.75678711870235,-0.708627295797692,0.383634529933538,-0.132961692394177,-0.684574839052528,0.725569532859121,-0.974846771021127,-0.447065979894945,-1.06985483275884,1.82349601374558,-1.51903395525628,-1.30292575098193,-0.376171407878575
b.cells8155,0.0869677024119453,5.69259538668683,11.1581874252431,-2.96902681237457,-0.299726717479763,-0.342768473169858,1.31968679454036,-0.225160113306595,-0.934961704412649,-1.16847592766193,0.194265452678599,-0.599052075742,1.15951690190601,2.51544222555567,-0.281001244135762,0.89201744580824,-1.02392158065146,-0.73461361681962,-0.829427059466536,-0.78018259194924,1.79228771662813,-0.296836256931962
b.cells5288,1.27796515485191,5.47924633648337,13.130781138669,0.793319838703342,-0.893310856970589,2.51268088926074,-0.947705046552667,0.535143607292619,-0.0625602005622609,-0.492485206027441,-0.623002547052995,-1.52116007524892,-4.05128374960596,-5.32740531563196,1.98752053656276,-1.12088899193086,-1.3460870606983,-3.43524301578096,3.18664139814299,-2.25470725228018,2.70522781495239,2.56586357759195
b.cells9200,-0.336156967090695,4.88226672079094,9.57871663223282,-1.95618199444682,0.168598715465319,-0.387863698217365,2.37096510544317,-1.77909032441575,-0.258760004280458,-0.204299292234299,0.691945803305577,-2.29184568828669,-2.00985577972081,-1.11003302079056,-0.270691669979103,0.203279969792735,-0.792153750301123,1.09047670393534,-0.35065427132947,-0.804167129738373,-0.24916056642081,-0.0404194391690319
b.cells8361,1.93069214292309,4.21333811037189,7.8146333170552,0.517873086718649,-1.3652478287034,1.35559587778227,-1.17607938134348,1.58830824515774,-1.46906972670468,-0.177605253485115,-1.3948147532796,-0.249391649613685,2.57458810275785,5.28860950545778,-0.517224345970756,0.920452178758174,0.75271643745699,2.5740756155646,-2.43476107120415,2.34650650076865,1.40123454338459,0.87927067270643
b.cells461,-0.0947457734900354,4.57231775302232,7.32862253123157,-1.59004588535976,0.369010897684683,0.248352452435756,0.425447128202967,0.319277225668312,-1.22291284351968,0.732089022815398,1.66734828753008,0.118222214503417,-0.107465960154707,-1.00171848919159,0.0353377528812158,-1.2801748390233,2.06455957792762,-2.61671327717546,-1.76069833305041,-2.00195658708098,-0.665633696120013,-1.87164911367111
b.cells4586,0.42313957444967,4.65086899169248,6.74177857984528,-1.03111755657601,-1.12906589728721,-0.219460361120233,-0.785773009613425,1.49031040473055,-0.194054348940648,-1.8236027406079,0.382377823052106,1.90645116619699,1.08881756724122,2.69573309398397,0.533675044841123,0.13056157180943,0.202049472436432,3.24513087754634,-2.32398377279969,0.936578217622196,1.56689098692533,-2.27662249668777
b.cells2667,1.94798904402582,5.54890822461437,13.3778481154178,-0.185046153899351,-1.6725899060221,1.24137127246887,-2.026007739296,0.698851981443318,-0.724615180744894,-2.64756308421341,-0.337859937252145,-0.798942793981369,0.372944693411816,3.29072928659986,-1.16926351917763,0.727745476347081,-0.569814055718333,1.26713638100412,-1.00140008328067,-0.192650714194968,2.5005212510816,0.340976656285475
b.cells3063,1.22583178747077,5.4207417096723,11.2133361802693,-2.87973067751325,1.36477918292487,-3.53676809739403,2.72323804966977,-1.6513848247774,1.69279106940128,-2.84624398851298,-0.706184274957746,0.193136113974987,-0.500819905299885,-0.362388619357063,0.242283208477387,-0.0337603054950989,0.756422559571397,0.589214442962415,0.727121851305098,1.4460178439952,1.87270725998693,-0.829883217402128
b.cells5100,0.698976894940552,4.57658115035646,6.97942396904766,-5.15222982722128,1.24155785785849,-1.74116118268181,1.31821142584503,-1.37124095551189,0.892640020446655,-1.35716797303017,-0.370944416359872,-0.0625116061855929,-0.0792689141495455,-0.165369980283463,0.934891068513147,-0.914248907981935,-2.16545196329882,-0.583115483190777,0.194781019882599,-2.16487288966672,0.419771819253897,-0.269054968850528
b.cells1821,1.31218557102739,4.90101213129766,8.95792771300886,-1.93657828153606,0.422344518502669,-1.23456560566445,1.31646446848935,-0.951463760623743,-0.28813742172589,-1.38426457279608,0.288704519585267,-2.56246751156673,-2.65483188761904,0.281164924073825,2.78187431788624,-0.999218002689228,-0.933798703657383,0.750665800422869,0.672713618572762,0.130662636783181,-1.40112425786847,0.822864966576984
b.cells7635,1.02031647972836,4.31909955157209,8.95664027323682,-0.997191348173582,2.58016920816703,-0.847301811196665,1.18990018073018,1.0265149860695,0.868290699080264,-2.72659368144585,1.75542031889123,-0.909750696729282,1.55836530369758,1.05319056035839,-0.850026090950312,2.75630006469523,-0.0621394409049618,-1.87281541566522,0.788450674047583,-1.90838687043452,-0.584593238249631,-0.863034070596624
b.cells2023,2.33057332597524,4.43469905802994,10.0191498563527,1.3975109855249,-1.58550728337,1.49916468207712,-2.33068531837101,1.51865671184793,-0.358603953634809,0.566873819071441,-0.145013993357661,1.91563947004503,2.11734907674748,3.85995351890169,-1.11696963329286,-0.598306938626264,-0.675348173703585,1.76395093159981,-3.07966050926152,0.684820544379858,1.61484486623261,-0.351232860809607
b.cells2601,-0.00926848630892763,4.53475360245169,6.03986325149231,-2.00182100130955,0.410273597345341,-1.45034928723062,3.42505132243745,-1.90064829124448,0.988618738478935,-1.01322724416356,0.249038620996837,-0.15774811352623,-0.751397524494898,-0.683648620681953,0.61157393245248,1.00459313046902,0.292459923275236,-0.453067808530965,0.0611907749226716,-0.914676786522039,-2.59363793830785,0.019121102164359
b.cells9969,2.46479544591668,6.10137488426097,13.3107159795147,-0.186917844054789,-1.23437125759307,-0.0132925577058923,0.592069337735815,-0.493277469560683,0.292584169899951,-0.99319951269228,1.26947593986644,-1.08765046933485,-2.85748467295955,-3.80663080865133,2.65028538563164,0.986342046764899,0.00464320352926222,-1.9977954924792,-0.0554872305798696,0.90206343265268,2.61358949459261,2.1577587840896
b.cells8111,1.94256734841964,5.82549116823655,12.7608624946966,-1.39046134829125,-0.498850804257889,-2.24503832829381,0.415016835900017,-0.816856870526651,-0.862375378857542,-0.959665605779184,2.0855151315869,-0.53934344748937,-0.899532308114828,0.121003717634544,2.62673770155438,-0.0746228230739624,3.89294014165239,-2.46897212878339,0.534905113090193,0.0509457628370043,-1.38140531709585,-0.699718668160171
b.cells5559,1.47192036639956,5.22704403479179,8.12289903824606,-1.11290838951682,2.25593578923029,-3.67870673210174,2.47090594663948,0.323729229521696,1.11832343585305,-1.43381621152965,1.73934579034713,-0.317428200799724,0.661990316925285,-0.913041697357515,0.173858563171405,-1.58619541975033,-0.400657438475579,-1.71569451745461,-2.98742548402416,0.579696412911521,1.16643766763854,-0.199350327951523
b.cells6493,0.526914195182738,4.61386259295429,4.39880563061669,-0.72518850936365,-0.778108417654012,0.624169319218364,-1.85530660413473,2.22558846693864,-1.43486184531641,-3.47319959246244,0.563074523452965,-1.9291807845709,1.03654912729167,4.21102054667372,-0.35414264472756,0.265031050197726,1.37690990676252,1.50227718260231,-1.527895772234,1.92739648154774,-0.484618102802622,1.08215693144615
b.cells3132,1.72225055195583,4.90105926166916,8.5319617764457,-3.87247940294725,0.0942760970582569,-2.85806763546901,2.55366878866318,-1.55524418264663,0.666984582864837,-1.66192965834518,0.362117594312811,-0.914913784270109,-0.8824737803461,-0.770035752084242,1.50823654118382,0.40773337860691,-0.929865874712619,-2.34300852695688,-0.393084179872399,0.0758285678853824,-0.702184474991048,1.69181834763095
b.cells6245,1.18868764679115,5.77761834038404,10.5365127183785,-1.23377305404858,0.375844334890679,-0.394127845289661,0.238415536447108,-0.455206125377529,-0.60853355405763,-0.87924463970257,0.310205361217631,-0.676125754576082,-0.085644325606363,-3.30955451935914,1.73814319619108,-0.350728036045918,0.635916575878413,1.37033675717857,-0.0669368008538084,-1.28421512936484,-0.726036854020271,0.745691341139566
b.cells3312,2.73239179369776,6.24770588841791,16.047049589107,1.610141251746,-1.48900083707349,2.13424267213261,-1.53107742279241,-1.24106051228042,0.772630479946736,0.328727221607076,-0.0561097178311176,-1.07998894621988,-3.48196304709378,-4.87173449010159,-1.37585418428246,0.48793579543357,0.512571576076252,2.09319462444565,2.8579823143784,-0.0116651913818801,3.9177224765345,2.75569566531691
b.cells5041,0.444839059832912,4.95644422938017,7.90516898848032,-2.17998242689396,0.901529298176386,-2.22901042923466,0.218911624337751,-0.235702371563682,1.57781908832292,-0.0975935909958259,-0.620054107782779,0.255108776653627,-1.24686319697153,1.5980307762124,0.918067909909105,2.03929075484194,-0.503219587509389,-1.35467230630772,0.317533526103886,0.772732855489515,-1.05532588503569,0.584842646864704
b.cells6798,1.94536598715547,4.95060724291607,11.2161282292735,-0.916191982818005,-1.83543468414981,-0.253114415906077,-1.00443111456817,-1.92935474766135,1.84393299557081,-1.36007280836776,0.489054058384032,-0.550122048464582,-1.66728176754609,-1.15808379575922,2.63189379526616,0.0500771587402725,0.49239737560432,-1.76436457564899,-0.709592909578912,0.618967438376368,2.25406668950812,1.48626967185454
b.cells4869,1.2949717945623,5.1169919243469,10.2291939248794,-1.83132423395123,0.765129432429771,-1.96172653831148,2.4418673218089,-2.24448468581177,1.49910410247022,-2.91487171054459,1.82935450398918,-2.39811395900166,-2.52847914321361,-0.800673419825453,0.402182081685397,1.47734302870108,-0.692295863508946,2.15817382234453,1.27884108624693,-1.42583845597804,-1.16714852645573,1.12811487934797
b.cells2449,0.316214267108994,6.70712763860863,10.0283203884796,-3.13877419147761,-0.979561104523707,1.32770705218872,0.125014037084179,0.0116151636029838,1.06521612838127,0.562113122394051,-0.0907676142718575,0.364197317911776,-1.2272641365408,0.158553727507972,0.37503978141583,-0.369470582175714,-0.841006676405868,1.17702306030239,-1.25947033842668,-0.27358079740001,-0.250260937888459,0.739368765219151
b.cells7683,1.54486967453482,6.35227324710981,10.3578141913236,-3.64953856448207,1.28547417103396,-3.4018102958896,2.46894707657556,-1.32997972861829,0.40530009755506,-0.522428588464571,1.32728848550745,-0.214124431199023,-1.63130074381269,-0.489651952435124,0.0408403961388121,1.51264751752597,0.626637584619358,0.109639078951469,-0.471156602882014,0.827039478833093,-0.947983584147942,-0.862844613369684
b.cells741,1.22749295600667,6.01418034207566,8.47651707822923,-3.05168988885644,0.68009890591887,-2.60752443514469,0.4006260078127,-1.05900668392199,1.94110162587195,-1.46801541102887,0.14093278892484,0.158835647128958,-0.715412859493645,0.760104287529637,-0.285084036498042,0.41845845319764,-0.60245821963872,-0.601209386153519,0.688910371389091,-0.115445587402951,-2.04031047578833,1.56006515866806
b.cells3108,3.39716135009775,5.09280583118383,12.6043000359622,2.39432960095681,-2.28789491725307,3.84936306675853,-4.29533192809755,1.86058478196953,0.643553473433104,4.71205263958379,-0.64880482536205,0.100145249709666,-2.46270124154998,-1.08865846317978,-0.890045969275606,-1.3407354812965,3.56998083225403,-2.2526916063176,-0.348407751355111,1.50934060188602,0.756552298188904,-2.50530517452382
b.cells7197,0.950777093932516,5.01884547815317,6.51837944046493,-2.20241271988618,1.2145328773496,-1.61082043342211,2.04301165237481,-1.93123974073249,1.48192537529173,-0.34775793911849,0.106831856389804,-0.402246323824872,-1.94660916018875,-1.52903438553602,-1.08946969092599,0.959024581737647,2.63640542183425,-0.32145668670609,-0.529639527838307,1.27117820276609,-1.8348886962713,-0.532159099248232
b.cells5062,2.5777800847898,3.17270711158118,11.2089284727044,2.21487653813422,-1.38268012669562,0.485755564722862,-2.37696349386589,1.91400881404052,1.40103146043479,4.44629696533844,-1.60628364827909,1.69397369121442,2.98551566997981,5.0645366933645,-3.1471881203155,-0.289471205816214,-0.825774466397188,2.3045088205342,-2.24242814906072,3.51542377527148,1.07713637250228,1.81999575515247
b.cells1535,1.72596912459464,4.19826330064463,11.4971089046613,-0.883058058667371,-1.37653337963083,-1.96262153090743,0.818472583009741,-0.365795383022769,0.470022425678502,-1.69161098005362,1.48929691590836,-1.23426519247684,-1.35821943214105,-1.57363521891849,0.378012242987317,0.529693410667147,3.20344689674638,2.44538786658751,-0.532727838538282,-1.3307280649852,-0.466640734340605,-1.552765297769
b.cells5055,2.01852558978978,4.63083182876053,11.9317005142013,2.45792124898439,-3.29682131043118,3.49817365884097,-2.31430475708866,0.0381104356941576,-0.140142504046257,0.135164508102942,-1.97836857723369,0.238866813398951,3.04337091812856,3.51660825412339,-0.379824435201951,0.653992646736007,0.331845309126546,1.26610737780242,1.03531834703561,2.16179473454417,-0.0728563857195235,2.32695086807271
b.cells4954,3.37365903861299,4.77337239748553,12.9985640819865,1.75324613453363,-3.52735512253574,3.06720559825423,-4.75067437408973,1.30728933044801,-0.295554895399319,1.28545930733979,0.243538499252957,1.69912748885269,-0.549865089651958,1.96826068721214,-1.67559628138495,-0.665903255464585,-1.65857342472425,-0.209036478428249,-0.824212941174514,1.27702784649728,1.30772678187206,0.470657018247815
b.cells7534,0.526870259492829,4.67162677026036,8.36204571946401,-0.844029868125819,0.797831106825599,-1.20321360445341,0.34105029431944,-0.749091891674003,0.44107812121067,-0.541604115533062,0.0339099733848351,0.422046116762297,0.159200560537575,-1.72298429617405,-0.11183494014014,0.967759431197816,2.29515302117047,-2.59871708552248,1.92877958552445,-0.193456877631744,-0.424455784791526,2.17645852926254
b.cells1752,1.17776376362588,5.09228671605133,9.37951454216251,-1.89621433745718,0.865942220594063,-2.20536624709625,2.80568522594037,0.41744318295725,0.830746264008758,1.21012989076667,0.652209731529498,1.50089612497485,-1.37363661769873,-0.922404474185982,2.91324191730859,1.39405640802299,0.678246140489374,-0.515682936878158,-0.0278807381174674,0.0215499408156803,-0.420279030705137,-1.04460717713518
b.cells8506,-0.348747442829123,5.91860958637888,8.71872634206649,-3.61144093311231,0.112065595782367,-2.25636972712707,3.03588201580009,-1.16775897366313,0.414569356837899,-2.27895556573923,1.55578924033802,-0.980261099229732,0.200402911095469,0.0514046999546671,-0.647844616710267,-0.424849231205326,1.51043827835103,-0.367934308695716,0.237546705645662,-0.231468047732619,-0.792211922021176,-0.11406587741651
b.cells8670,3.85091408907068,5.14461715354467,14.7463263139337,3.96906006546646,-3.21502522965021,4.37450309025778,-6.07181784652223,0.1994350308987,-0.295283482492393,6.87774335308989,-1.89319529423333,-1.22960661377157,-5.1994347793396,-2.76905815363629,2.09646954707911,1.02860991365677,-1.06260287425249,-2.90360690702609,4.42935717076143,-1.57255733369178,0.506042639305626,-0.0300673954733925
b.cells420,1.58211013027103,4.92418464519408,9.48110661940215,-0.198261783651345,-1.58794501321632,1.16680032352324,-2.52920511960253,-0.922319304166278,-0.579009631988843,3.56988433110157,0.108981230091099,-0.0243555578709845,0.832693625699022,1.24470762059318,-1.41007250826958,-2.50145926763539,1.74483417803597,2.48919298324835,-0.586060628473541,1.56415145441483,-0.542968200070574,2.23100360013647
b.cells3180,1.30998302007833,4.65491723446943,11.6237430449826,3.00296429280782,-3.22292215399529,1.13565628368954,-2.13667086397453,1.6384516982086,0.458625085267749,3.99747296832908,0.604744846841603,1.86433421393337,1.52831100567435,1.06864349977526,-1.01596584421824,-0.476462309796745,-1.01481900227622,0.0532417201658726,-1.84186409775533,2.97148872632398,2.07101255075216,1.45086970547497
b.cells138,-0.218782924134417,4.77636573350209,8.1639965413635,-1.08823930905876,-0.820682299835805,0.461918580966037,-0.190997087887242,-0.673238421614908,0.497950960295054,2.06437392223781,1.29436123247396,1.83560235782673,-0.116337687776753,0.00629308928724929,1.85042449806439,0.773705000223505,-2.30513625630287,1.20634865138847,-1.64525192501917,-0.972179828252125,1.3352151597146,-0.667822844400255
b.cells2396,1.03127300283674,5.71352466497827,9.90599204810243,-0.811785016781005,-1.85405859682895,0.643112889858859,-1.38999610516165,1.60530008164726,-1.23954330373126,-0.837479825671343,-0.753185254945429,0.89912776504686,0.843467775911464,1.209316325333,-0.10299933532656,1.38786629535455,-1.5515713332626,2.09197967986213,-1.4216241115503,1.449466108399,-0.0256270776048082,1.00622124034314
b.cells7080,1.67934116128486,6.18937910728254,11.1621928767122,-2.73119195094558,-0.311166891920849,-0.855230974417255,1.31921174861128,-1.51266610122256,1.10425443275587,-0.626829039628279,0.337047648029257,-0.825007928138649,1.35620322327597,-3.02923104428924,3.50544734008164,-0.499113609611382,0.558561610177852,-1.00897400771605,-1.39396362517238,-1.12838026055951,-0.0857889951470564,-2.0528321063194
b.cells3087,-0.0477964142625678,4.61000639274974,9.58335503372182,-1.68218333623677,-1.93685983268039,1.19287116864125,-0.191406173921245,-0.862334242416966,0.194007073896019,0.903361924318658,-2.02457957164131,-0.296798440335993,-1.33021789629684,1.18337646109377,1.13670608107605,1.90327563179918,-0.646251459638337,0.0541975333573379,-0.412437352449241,-2.08389320386764,3.5446690575877,-1.88435499157032
b.cells5095,0.192713995984094,4.74715005034276,6.60242036331352,-3.09850977994222,0.0819842154059521,-2.15741710760358,1.36638657356485,-0.804386881162722,0.767468457899827,-0.243724193978626,1.17644285621114,-0.385381694248443,0.129378602207446,-0.731342486504918,0.894802647003717,-0.899091879582017,1.59717598939791,0.327408340064136,-1.4870135478222,-1.10439785328028,0.621526366496669,0.533212039989564
b.cells518,1.70068505488814,5.48052324976024,12.6708254303,-1.07939837646074,-0.989782447297765,-1.21144948893745,-0.798448385110882,-1.30646030154254,0.623611640383472,0.962720339067126,2.32188788096556,1.39434147370103,-1.41596846531661,-1.8531435518118,-1.38981679087801,-0.948280346158758,-0.399768767418957,1.29535307725617,-0.418886541619408,-1.28138920199275,-1.21772548333447,-0.491500899019891
b.cells5655,0.537595961326289,5.22741225834449,6.8710421092244,-1.05170991644307,0.266923938126406,-1.08373409042587,-0.37273541374629,-0.179920677837329,0.235412714011198,0.289595838091041,-0.883622415569909,-0.64029087386115,-0.0671789807655435,0.674296653085707,0.243238261545953,-1.19442300163876,-1.26077541135811,0.45438919599492,-0.415373237784959,-0.343453622128554,-0.00208092619625501,-0.127147167041003
b.cells1217,0.74822237616846,4.86373889976805,7.49610889284264,-2.13229929213063,0.777142769311418,-2.79182051884435,0.474218497752088,-0.535541902217309,2.22463553376571,0.631391217744899,-0.103800026926086,-0.137731024268765,-0.226274333813187,0.339060920354139,0.614680042041065,0.136337504643931,0.424434217151903,0.302552578014056,0.252780139327269,-1.3715942216442,-0.00967073354228137,-1.34770187882167
b.cells8941,0.668542555049087,5.50955874977916,9.68943369608349,-2.29021737316688,-2.077038806232,0.540436818094087,-0.337320853043833,1.29995251622356,0.599352466565614,0.529739533037638,-0.783501430140329,0.870192506881092,1.67056329752466,2.96721198594516,-1.15956657885707,-0.29776481800363,0.734663879095957,-0.274595565168046,-0.403078556641309,-0.336956196685498,1.35718949273544,1.29640047589158
