"",tSNE_1,tSNE_2
b.cells9127,16.5055453696965,-32.7783165219741
b.cells9910,5.48009551543912,-41.2245941337647
b.cells9388,18.1978811029221,-31.3022857818068
b.cells4843,21.4624780373405,-32.2290641639595
b.cells2824,0.428665445472145,-40.7787111328792
b.cells2506,24.5611342375621,-26.7663844826358
b.cells5012,7.79011516250764,-37.0088408059982
b.cells4949,19.9599975386368,-30.8204016446649
b.cells3171,8.65192403266428,-38.3464742832619
b.cells9579,12.3121426955537,-42.7595067638972
b.cells6312,12.8935583505338,-43.6493066289851
b.cells1269,1.58365504070665,-41.1017687091357
b.cells4211,1.44423711498616,-43.728571875635
b.cells9099,18.4165499161567,-28.2055432482092
b.cells4655,0.753581255404651,-41.2438285731535
b.cells9036,17.1501271864883,-35.5874706244272
b.cells5947,24.7612474306497,-26.8055008717962
b.cells6284,17.3564535463324,-32.8109958653813
b.cells8645,9.09049655059493,-43.0865118353491
b.cells5000,5.77079528950231,-39.429523383713
b.cells9782,5.39783542030526,-35.6006057293277
b.cells3226,10.4141223467428,-33.6972370660781
b.cells4786,19.0168503129192,-32.0203001739368
b.cells3549,14.753029539141,-38.4410797540875
b.cells6238,10.3842208982351,-44.1825884467526
b.cells7371,11.2056331089049,-41.9163433910143
b.cells5625,17.4010349513499,-34.9064652932988
b.cells9747,15.7137351473446,-33.9956262194362
b.cells5732,3.81764946000783,-38.6639522293192
b.cells4362,1.76236993002891,-45.3090406866318
b.cells2271,24.4910109972886,-26.9863529467465
b.cells817,7.18957630019671,-39.5598045145771
b.cells8445,18.9303241274078,-31.8320884298448
b.cells2331,2.39901452066026,-44.4946759856462
b.cells9813,13.5367532134884,-37.6017489145683
b.cells5977,1.56490088145675,-39.7915288651972
b.cells9916,10.9213532309858,-35.9144341810725
b.cells3729,2.33711315774565,-42.2826440245624
b.cells5511,5.79678895440736,-35.687119794842
b.cells4263,1.95152661473398,-43.5478207643
b.cells5716,15.3981412276927,-33.3644105539326
b.cells4292,2.64023315921524,-45.3834979190578
b.cells2231,12.6273264695054,-38.1303179950298
b.cells844,9.61225766568948,-41.1282755920583
b.cells6322,16.3869067194595,-33.0460360574628
b.cells4276,1.63166669561652,-43.779254860643
b.cells722,8.91640116082264,-44.3621127578378
b.cells7958,13.3619579937674,-43.3320956603357
b.cells9943,14.0211415882923,-35.885056656774
b.cells7509,1.28650875814217,-44.7227512639771
b.cells5793,0.816084297048915,-41.2562413383756
b.cells7027,24.0434407939948,-27.2346101540092
b.cells4233,6.4320080954203,-38.6604815383745
b.cells3406,1.77397880441912,-40.9041308531431
b.cells7523,14.0283430362417,-42.6752536421377
b.cells4202,8.02525165627529,-45.6858512894854
b.cells5558,2.29064804619182,-44.931688506795
b.cells1151,5.80565512851175,-38.0602561014698
b.cells3002,9.54504500378259,-36.9914634762471
b.cells4743,10.9188805221363,-32.269921197015
b.cells3416,23.7365557006863,-27.1918563687684
b.cells5949,2.40774179985035,-45.1715372316557
b.cells754,5.26300297382478,-38.8307618160515
b.cells9466,0.676201241237193,-44.0252617971859
b.cells220,18.1599884261201,-32.4173608165795
b.cells8333,12.2844702748016,-40.0784923755988
b.cells6260,23.4713441270501,-27.4128813848122
b.cells3070,11.8252601669432,-31.3400743921686
b.cells7349,12.4538672001445,-32.4184169206765
b.cells6323,10.6552750104335,-32.1648783876304
b.cells9820,24.1484349836972,-26.857593636561
b.cells9953,15.6489624290895,-35.3318435342642
b.cells8738,23.0295208905907,-27.9265194922885
b.cells8013,15.1052865311037,-40.1553620869475
b.cells8129,5.74141039009418,-44.255051608581
b.cells8255,5.17932055344116,-35.8330640858507
b.cells7246,15.7132233779375,-28.9880836819851
b.cells9720,14.7919848910775,-33.2783428155393
b.cells6320,4.52049695961471,-35.0365048480852
b.cells6532,20.0685830694916,-31.8879773795792
b.cells5223,15.4594282295004,-30.7388153254678
b.cells3138,21.1865796552308,-31.9214613751151
b.cells7588,13.4389521211007,-35.1111823002233
b.cells5201,7.31241094672394,-43.8836103850967
b.cells7236,13.7517445466988,-38.1582357067393
b.cells3040,-0.147815394803176,-44.2229264481307
b.cells3993,16.8895874216899,-34.1852537893913
b.cells2019,3.51146743132821,-39.0964325685023
b.cells9735,11.0665909199862,-43.3179391542977
b.cells5593,6.10372095324835,-45.2789045777267
b.cells2769,23.5651233508974,-27.1548081682714
b.cells1828,9.31176600226087,-45.2722137074406
b.cells7484,2.62254219292659,-46.3169782737521
b.cells5595,8.45424737624722,-37.549911810085
b.cells9201,10.9755859007923,-36.8146109334275
b.cells6304,21.8736626009478,-28.351913399456
b.cells6915,9.97224925987971,-40.2509666267968
b.cells4729,0.17404609252651,-42.8945160374832
b.cells8390,0.620118251157154,-39.4900742518137
b.cells4167,4.61739844691264,-33.8769923924362
b.cells310,3.75949884543782,-39.2065477210474
b.cells2547,10.2231838786955,-39.6417753358933
b.cells3303,0.769712050674574,-39.9445114703241
b.cells1317,10.3237461528544,-36.5045058037341
b.cells4926,23.2844599298287,-27.8511800037711
b.cells7909,6.08646272603709,-38.1167446204212
b.cells3324,16.5173114549081,-32.8725745652291
b.cells5017,10.8255974294825,-44.07713629415
b.cells4874,4.77869390702804,-36.0454808952299
b.cells7855,24.0890404893685,-27.637601131017
b.cells5587,10.5467540644686,-44.8979930869984
b.cells9991,12.6087135972976,-38.1490854528682
b.cells7957,19.2650308731104,-30.2189763437146
b.cells9854,21.5527107776884,-28.7579368650797
b.cells2091,1.29281188547555,-43.791612449686
b.cells7383,8.24910543558435,-41.2957374253894
b.cells3026,18.3547901135303,-35.0934971487144
b.cells4821,14.0948172176793,-36.1619327878639
b.cells9745,9.89204940939874,-42.2976032907073
b.cells4176,19.016953679747,-29.3977845743978
b.cells2406,10.988549842197,-44.0446967005347
b.cells2138,11.6654116723148,-33.9252018332969
b.cells6783,16.2886306333569,-32.8743013590269
b.cells9647,21.7414964675146,-27.1176538181913
b.cells4695,15.0293073830294,-37.9397788479465
b.cells7611,8.56362796355636,-39.0713496536654
b.cells5651,6.17603519446382,-35.9603700514312
b.cells9502,13.1718774344666,-32.1768886271427
b.cells7839,14.4261827657814,-37.6371260436689
b.cells5232,23.9754961771221,-27.1724005805492
b.cells5868,6.59878985574618,-37.9108955565676
b.cells2595,9.09249009917144,-42.4008948712952
b.cells2749,0.219638445450201,-43.9563199326983
b.cells641,2.70137041135001,-41.9752207281308
b.cells5536,6.94980160135174,-41.6476043650755
b.cells2579,5.93680610434051,-44.106988161854
b.cells33,16.2511432658267,-31.7907957252427
b.cells5794,0.940681186975674,-42.2328630629295
b.cells9990,14.6658330554773,-34.551063944616
b.cells8299,9.3391181032308,-35.6131113953913
b.cells291,17.2002187152702,-29.6833222792774
b.cells5892,1.07198228321597,-44.353424317055
b.cells2637,2.36922719179652,-38.9969405327874
b.cells1185,19.875156813483,-34.2686986151289
b.cells989,7.01386273117803,-43.4220176693072
b.cells7347,3.80196860645698,-41.0100501495294
b.cells157,11.4963189327246,-39.2873066749873
b.cells486,9.2727133641369,-41.7575051143612
b.cells7339,9.04678729494317,-42.9678424687874
b.cells3507,4.98612511821915,-39.3646544162335
b.cells7449,13.1873363160372,-30.5430471778107
b.cells3690,19.9488810278642,-29.0635162827338
b.cells7845,11.2789710130456,-41.5106444998943
b.cells253,6.9037344980863,-41.3804151913262
b.cells4968,17.3097713352622,-33.8450954367769
b.cells8056,11.8825505726263,-31.2135124444616
b.cells5343,17.0537259617238,-29.8481687125445
b.cells2616,13.6121883909504,-34.5578534653898
b.cells3380,17.465481073397,-32.9264550628096
b.cells3620,6.82179506296001,-36.7751382450684
b.cells4209,1.43073754696068,-37.3842642643679
b.cells9005,10.9737385994564,-32.4209064502391
b.cells7689,11.3582607192269,-33.0136036451523
b.cells7232,18.5422229008849,-29.759211821009
b.cells2752,18.6749914441839,-32.3866948210744
b.cells4477,0.751091032047474,-40.4946164977209
b.cells2818,6.45203657286695,-35.64463868394
b.cells6822,9.77412069224029,-36.3954178418539
b.cells8041,22.9670559372702,-28.0543677095938
b.cells6418,2.14536215200557,-41.5030914963281
b.cells4050,9.4818576292821,-41.433824957951
b.cells9322,6.02171958551641,-45.2244879458825
b.cells2381,7.82705129110279,-44.2321397885078
b.cells5960,13.9967737857776,-40.7472083004137
b.cells7421,11.6632493379599,-32.5464770774684
b.cells6791,2.56552654755653,-45.9144282200731
b.cells1130,3.62563161679822,-36.6203551738266
b.cells6224,2.07093027241401,-38.989728440338
b.cells3025,11.8669352952758,-40.2978212708093
b.cells3455,21.2922955779875,-31.796904786351
b.cells9598,4.6553825489108,-45.0541600372903
b.cells5272,17.7400721640321,-33.0405402075333
b.cells4344,8.6992385137763,-32.9258425469708
b.cells9286,3.115415802811,-42.2573965218144
b.cells4426,14.1659411525991,-33.0839234279785
b.cells1865,23.7335684871871,-27.6877346001732
b.cells9696,7.59402115581345,-37.0218984213708
b.cells5363,-0.0292247570755419,-43.6520804553968
b.cells7516,15.0966412264255,-39.8843050062549
b.cells8929,0.762122310268253,-39.4462723470182
b.cells6667,4.51569507949913,-38.5367550256801
b.cells3981,5.9311450527952,-36.6526832863521
b.cells3983,8.98780467316046,-42.5418954287758
b.cells1428,18.9169979776249,-28.0065951355524
b.cells1922,22.3171272996537,-28.186103551393
b.cells1878,3.89975940547921,-43.4696147257548
b.cells3990,14.4040830119076,-40.9196283930043
b.cells3402,2.24915856246451,-41.1918287673403
b.cells8151,3.39271009475532,-39.6277098411135
b.cells1938,6.26753890613018,-38.0696118041644
b.cells8415,11.4099953804818,-42.2120180724002
b.cells3878,15.2193036808525,-40.5517324219609
b.cells1497,17.3050152437806,-36.3323538079657
b.cells10041,10.9824696988729,-42.471990138757
b.cells3584,14.6347590132957,-35.8872884194496
b.cells4171,22.2010739397839,-28.5090855522486
b.cells1819,2.14987608217454,-40.4519568828425
b.cells6421,5.06034570604048,-36.9156634034749
b.cells8980,11.0175764757939,-32.745190276544
b.cells7160,9.48508455896814,-41.0901556373892
b.cells8607,2.02160227909915,-41.4367602931865
b.cells9298,24.2554968240392,-27.0391716297318
b.cells1901,10.2823154897332,-32.2611006046027
b.cells4609,10.0279820127455,-39.5967722335015
b.cells3764,20.4562484227747,-32.1471816355293
b.cells3648,9.25887973280001,-35.6940713729917
b.cells272,23.0057310487588,-27.2453352658344
b.cells9059,8.22148277814067,-39.3563623106352
b.cells4002,13.1743874619505,-30.4695444483985
b.cells9315,11.2123915317177,-40.8971095505012
b.cells2652,14.5004257918611,-41.7761562080735
b.cells5040,11.7042719283593,-32.672723390313
b.cells9531,6.93103237889984,-45.322420290111
b.cells3602,12.8246265151769,-38.6419944185666
b.cells3024,12.372203780786,-32.6303077171981
b.cells334,-0.403739197146113,-43.2726570372543
b.cells6501,3.68495789930146,-39.1490994131594
b.cells8967,12.2763890189719,-32.4937448617952
b.cells439,21.1050055954895,-32.5877699112213
b.cells1959,23.6698748002629,-27.0265741323138
b.cells7238,18.9490763113308,-29.8995760072887
b.cells1271,16.8059291950958,-36.4876919130421
b.cells6899,18.8972667606732,-29.7451652586617
b.cells9887,5.57893793154535,-44.3023103165058
b.cells9185,14.7589298168035,-39.2577176605307
b.cells5769,4.61579414249834,-33.9933067685177
b.cells7115,10.6928700002295,-33.0540586947075
b.cells4735,8.78290922265381,-40.2072978954927
b.cells7472,0.269084318117308,-43.5468643232574
b.cells31,4.12236076422305,-39.3112080005475
b.cells5426,0.57457691809551,-42.3647574887063
b.cells4476,6.07811163533699,-38.4821409288984
b.cells3206,6.6259876881606,-36.881184860666
b.cells8122,23.8721786379799,-27.1433098917963
b.cells9504,9.64220666582544,-35.0883386467468
b.cells6420,8.04475053932132,-32.9145479277881
b.cells2270,20.6583745868378,-29.5890169002764
b.cells7961,11.5477486312125,-39.0446008829069
b.cells7042,7.96737336091152,-43.9898368315988
b.cells9486,21.3309287153842,-32.7972374949835
b.cells2576,3.33760385015033,-37.4611971413316
b.cells8536,14.1803297987558,-37.624275010725
b.cells4739,0.78099272604063,-39.868261179722
b.cells2967,11.8828618100343,-38.3812657816566
b.cells3837,21.5254689031318,-28.4315310298222
b.cells7373,12.48653715834,-41.3132265974072
b.cells979,13.6110392429762,-30.932265776101
b.cells4091,11.6099919613301,-40.7636768793694
b.cells6385,2.30984968714015,-39.0866234217603
b.cells2866,14.236984992308,-41.7560402345002
b.cells1999,13.7231150484983,-31.0367180563363
b.cells21,1.18754037739704,-41.3457843344216
b.cells1047,7.02935767710191,-41.3885191387824
b.cells2085,-1.20244938047893,-40.8716277493006
b.cells1117,6.35427307142591,-38.9496857930753
b.cells6665,8.28392114904432,-33.4163960683506
b.cells1875,10.8272416463319,-32.1472318613825
b.cells9551,6.28557626277442,-33.3734085983014
b.cells9183,1.93527606117155,-42.9433504814879
b.cells6707,1.60642089506957,-40.6396924013605
b.cells7173,15.6379514872784,-32.5564024236937
b.cells7100,9.79431580816829,-41.1566814067909
b.cells6325,9.33054537061394,-35.7314475369377
b.cells1619,8.67048193688229,-43.429556040506
b.cells8946,7.64118431788314,-38.8919737898434
b.cells5471,17.3847369950925,-29.3114995744242
b.cells10010,19.1958104820377,-30.1432185846556
b.cells183,14.3053370671407,-40.568789145509
b.cells9941,4.07837813154989,-36.0164383948641
b.cells6647,14.4634329753134,-39.8251519278789
b.cells4035,0.557939979822173,-43.4139152663894
b.cells7331,3.9201800279763,-41.1830195192323
b.cells7512,7.46163089761839,-45.7286220896335
b.cells5553,24.2802214550578,-27.2077241821114
b.cells1827,10.1027057227686,-40.9456449372631
b.cells7340,17.2539008590665,-29.5102293029645
b.cells897,15.9139820505799,-36.6563410896485
b.cells6023,1.4335259406634,-37.3427228059885
b.cells4025,12.6566591657113,-33.1463137048963
b.cells7513,4.06657181503329,-36.1808353713055
b.cells7815,14.2390495744101,-31.5937490288843
b.cells9357,14.8763934181795,-33.6181230000962
b.cells2089,21.620202038021,-30.4450082851988
b.cells8385,22.5777249032751,-28.4618412424894
b.cells4032,14.1645482435494,-37.8843289190806
b.cells4961,6.70629373903991,-35.3366630415455
b.cells7493,11.5793029293376,-43.8436872680748
b.cells1282,19.5108076601294,-31.5534809073704
b.cells3982,8.90854504624792,-38.1541736379675
b.cells6399,20.1843040413283,-30.3178734461948
b.cells8773,12.5714375128375,-31.8968087966489
b.cells3329,22.9380822040967,-28.2213542494128
b.cells1017,10.0685225534873,-36.2315487205587
b.cells9008,24.2070341026091,-26.558347287554
b.cells1932,7.31458711994165,-44.6958355737303
b.cells522,9.13555739709834,-45.2820423691728
b.cells4113,13.9113805764475,-37.9151810697555
b.cells3272,9.9950708674998,-43.9607012006176
b.cells2662,8.14501557910663,-36.5310100032601
b.cells6407,17.8587832209091,-30.7492521525506
b.cells7568,6.06273289302729,-34.6121193929933
b.cells4245,8.01495629561623,-39.085171091299
b.cells9756,19.0435222558687,-28.0537696379871
b.cells2628,17.3653983427402,-36.5828675633342
b.cells6360,11.591861633275,-41.6610806271084
b.cells3670,21.4695209164115,-32.0118125710471
b.cells9025,4.9361114803064,-40.8107928247648
b.cells7096,16.6477913355882,-30.7614457826903
b.cells5693,9.80813313717624,-35.1455184900227
b.cells7858,10.3906415574066,-36.5761242328771
b.cells8510,2.95244139003604,-39.2751316267552
b.cells7189,3.06912287305198,-39.4451546437213
b.cells4839,14.5184198991763,-33.7807103644213
b.cells9742,3.06576416965866,-41.5422010038857
b.cells5353,2.01385413600577,-40.1178876672193
b.cells8480,6.36292997351654,-45.2255998954783
b.cells6077,24.5419938229923,-26.8793190155489
b.cells5910,8.80047380910468,-40.2340736301906
b.cells324,5.35333083462548,-41.0308118417649
b.cells2455,13.9821118374291,-34.5053964068269
b.cells7476,18.0872071669555,-31.5323108881634
b.cells9617,15.8104199193506,-29.1490364865899
b.cells9248,10.0334524881577,-38.7483633627171
b.cells7233,15.718895540287,-35.3709161242317
b.cells6554,-0.413352342658906,-41.8774013504433
b.cells2378,14.8126152143984,-39.5726675150807
b.cells5840,25.0177769189912,-26.6790272727769
b.cells5526,3.83243739595597,-35.7636656133206
b.cells478,10.1122487172029,-34.0749190517942
b.cells3589,7.63270748756685,-36.9186729148186
b.cells8612,13.3357413665149,-43.3994766525467
b.cells3771,0.610789378435138,-43.7783106644803
b.cells4975,17.2214715721823,-29.5563846093951
b.cells1687,11.7164479188385,-44.4551004139274
b.cells1853,8.30955875763911,-37.370606806853
b.cells5257,5.16495612768178,-39.6577231646959
b.cells3782,1.18036298323226,-38.8622795348573
b.cells6013,10.6213159923602,-40.3576946935621
b.cells5503,0.852477154049156,-44.1969020370339
b.cells1353,2.9583277163215,-43.0245951810097
b.cells2782,7.47783523264766,-41.3847369267487
b.cells6,5.29581294495028,-37.1553965134367
b.cells9778,3.62303121382082,-39.0255581691572
b.cells3839,12.8201587576144,-31.3081342628462
b.cells9390,5.89116785416404,-45.2232867354311
b.cells4918,6.34762810773268,-38.1878650417459
b.cells4489,17.8815609406789,-31.7469001839221
b.cells6954,9.78735092054065,-36.6766779632759
b.cells1365,7.06455731678073,-38.3246984209962
b.cells5029,8.01025076127922,-36.8417280993975
b.cells5383,21.5864310291806,-29.1046925580964
b.cells6342,9.43416316414141,-36.3576699212059
b.cells3575,8.75941093024094,-33.2973487283946
b.cells1308,5.34612947448109,-34.7727737904958
b.cells710,0.0228534800945574,-41.4248611287153
b.cells7310,18.4759851745896,-31.2951738502518
b.cells6746,6.04122834532282,-34.7960928601295
b.cells7332,7.97449702691449,-35.254132745212
b.cells1508,15.2315988859767,-39.0898819298255
b.cells5751,19.8660121586324,-31.7698998624786
b.cells7324,11.9426103485419,-31.6198407916637
b.cells8756,24.2912980308181,-26.8161113499951
b.cells2955,14.4643057993574,-33.5423846005959
b.cells6302,12.8013501675905,-37.4241951674228
b.cells3240,22.0803413941004,-30.2157843893926
b.cells5795,12.5087644045264,-40.002472747227
b.cells805,2.19425050900852,-42.2214451351115
b.cells5807,10.7322014092226,-39.4901773876193
b.cells5713,4.26017731872546,-36.6191674792153
naive.cytotoxic7996,9.98653838956559,-0.9684845987826
naive.cytotoxic9575,3.54346417826108,-14.4715333774836
naive.cytotoxic10224,10.3360085174036,-5.89150804954092
naive.cytotoxic600,4.78823332007768,-13.218405141118
naive.cytotoxic8059,8.89156700188257,-5.05926076045173
naive.cytotoxic10107,-2.87884001717326,-20.5224179555372
naive.cytotoxic8918,5.44466070582291,-16.364080896783
naive.cytotoxic9910,11.1238023331677,-2.07784260924776
naive.cytotoxic1528,13.0643618872293,-13.6007338843218
naive.cytotoxic9485,1.31482680685807,-22.3076937590721
naive.cytotoxic4246,10.3650641453296,-4.0992589914227
naive.cytotoxic11322,9.86591975182469,-5.06874412983716
naive.cytotoxic11108,7.41295658354537,16.6313366726821
naive.cytotoxic7074,12.6506796369395,-7.0191565905471
naive.cytotoxic1320,9.78056078546912,-11.4534930412987
naive.cytotoxic9358,0.106548635695797,-23.2892893103446
naive.cytotoxic7184,8.56925377614754,-16.1556095172622
naive.cytotoxic1054,12.9845575880705,-13.4714528178676
naive.cytotoxic7845,6.63052553860051,4.4036924542524
naive.cytotoxic3964,10.1066666804584,-4.21986066723876
naive.cytotoxic9970,1.44334021306533,-10.3975952636652
naive.cytotoxic2957,6.72552680808155,-19.8681562534195
naive.cytotoxic4339,1.32494978431299,-25.4976000504793
naive.cytotoxic11032,0.986048443355742,-25.3966492439082
naive.cytotoxic6717,10.2381241360133,-0.486568271217069
naive.cytotoxic9625,6.64146936227056,-16.0147341214934
naive.cytotoxic465,10.1305321886306,-11.7244090129664
naive.cytotoxic475,8.64917784172672,-12.3298493434067
naive.cytotoxic7544,8.72489294151636,-6.08345733512704
naive.cytotoxic2851,10.5302749038624,-3.03334756964485
naive.cytotoxic3011,10.1572197364819,-14.5778758071293
naive.cytotoxic7447,1.96843214351604,-21.8505765987897
naive.cytotoxic4837,4.76596730001688,-22.729201116121
naive.cytotoxic9518,3.68205990145088,-19.0806838949087
naive.cytotoxic1401,12.1250732508387,-8.04299218767647
naive.cytotoxic11853,2.22390106793948,-21.3574322101521
naive.cytotoxic7745,2.11223112150001,-15.4766027060398
naive.cytotoxic7813,7.22299054810933,-11.6885043015542
naive.cytotoxic8907,9.3318984049273,-8.42368791096
naive.cytotoxic6128,11.4843511190219,-6.12230161584884
naive.cytotoxic4531,11.6699168021977,-10.1795010030125
naive.cytotoxic7282,7.7664303600396,-17.4934941418577
naive.cytotoxic11507,12.8464784292031,-12.223787238482
naive.cytotoxic2571,2.39096316857271,-23.819554826998
naive.cytotoxic8917,8.5675081050454,-9.51963783521368
naive.cytotoxic5149,0.149384269404257,-11.6451365470506
naive.cytotoxic9867,11.96435229143,-6.92877261103452
naive.cytotoxic10518,8.64276778371586,-13.1392621927128
naive.cytotoxic11665,6.46989360172176,-12.8965262420716
naive.cytotoxic10881,7.57252832914422,-6.47631949642302
naive.cytotoxic3065,1.74233992278581,-24.9369611306695
naive.cytotoxic2660,2.03182535249379,-17.0260443620434
naive.cytotoxic9410,3.79305604799749,-19.182237263845
naive.cytotoxic1965,3.32567399533909,-20.7645494749503
naive.cytotoxic9973,3.65483841391926,-8.80037008215981
naive.cytotoxic11564,11.9718993183604,-4.13731343529464
naive.cytotoxic5920,4.12147670368464,-21.7250406792328
naive.cytotoxic474,4.47148794691551,-13.4955737233605
naive.cytotoxic7437,3.13374317115223,-23.9186846010447
naive.cytotoxic9877,9.04265160537998,-5.78140921267682
naive.cytotoxic1854,3.03712803932441,-23.4597579787745
naive.cytotoxic11776,0.930190103655424,-13.3373852989262
naive.cytotoxic8097,1.88808359944816,-24.2552740367994
naive.cytotoxic10282,11.6138370194147,-11.9349868274506
naive.cytotoxic2874,6.95360040412165,-11.894642773689
naive.cytotoxic10255,7.79191029264021,-13.9977830589832
naive.cytotoxic9416,4.81584875019466,-13.3152236661087
naive.cytotoxic7279,6.70182771294939,-4.18553411595016
naive.cytotoxic2479,1.23711354661468,-25.2652890511291
naive.cytotoxic707,6.1393065851867,-19.1974842251739
naive.cytotoxic7431,5.14478693537776,-12.7193008416438
naive.cytotoxic9553,11.051584905326,-14.6392075706157
